NAME	STATUS	LOOKED_UP_SYMBOL	TITLE
LRCH2	valid_symbol	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2
EVL	valid_symbol	EVL	Enah/Vasp-like
FOXD3	valid_symbol	FOXD3	forkhead box D3
GABARAPL2	valid_symbol	GABARAPL2	GABA(A) receptor-associated protein-like 2
MANEA	valid_symbol	MANEA	"mannosidase, endo-alpha"
MGC14161	accession_or_alias	FRMD5	FERM domain containing 5
IL17E	valid_symbol	IL17E	interleukin 17E
UGCGL1	valid_symbol	UGCGL1	UDP-glucose ceramide glucosyltransferase-like 1
TNFRSF19	valid_symbol	TNFRSF19	"tumor necrosis factor receptor superfamily, member 19"
CD68	valid_symbol	CD68	CD68 antigen
TAS2R39	valid_symbol	TAS2R39	"taste receptor, type 2, member 39"
GPC3	valid_symbol	GPC3	glypican 3
TAF11	valid_symbol	TAF11	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa"
BDNF	valid_symbol	BDNF	brain-derived neurotrophic factor
GPR15	valid_symbol	GPR15	G protein-coupled receptor 15
NXPH3	valid_symbol	NXPH3	neurexophilin 3
FUS	valid_symbol	FUS	fusion (involved in t(12;16) in malignant liposarcoma)
NRP1	valid_symbol	NRP1	Neuropilin 1
PPP2R3A	valid_symbol	PPP2R3A	"protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha"
MGC42090	valid_symbol	MGC42090	hypothetical protein MGC42090
GW112	accession_or_alias	OLFM4	olfactomedin 4
CDK2	valid_symbol	CDK2	cyclin-dependent kinase 2
GNE	valid_symbol	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
EIF2AK3	valid_symbol	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3
MGC45400	accession_or_alias	TCEAL8	transcription elongation factor A (SII)-like 8
HOXA4	valid_symbol	HOXA4	homeo box A4
TFDP2	valid_symbol	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)
SSB1	valid_symbol	SSB1	SPRY domain-containing SOCS box protein SSB-1
PLXNA2	valid_symbol	PLXNA2	plexin A2
ZHX2	valid_symbol	ZHX2	transcription factor ZHX2
ANXA1	valid_symbol	ANXA1	annexin A1
CABP7	valid_symbol	CABP7	calcium binding protein 7
TTS-2.2	accession_or_alias	PNPLA2	patatin-like phospholipase domain containing 2
ELLS1	valid_symbol	ELLS1	hypothetical protein Ells1
SLITRK6	valid_symbol	SLITRK6	"SLIT and NTRK-like family, member 6"
NR3C2	valid_symbol	NR3C2	"nuclear receptor subfamily 3, group C, member 2"
DLGAP4	valid_symbol	DLGAP4	"discs, large (Drosophila) homolog-associated protein 4"
DUSP8	valid_symbol	DUSP8	dual specificity phosphatase 8
FLJ30834	valid_symbol	FLJ30834	hypothetical protein FLJ30834
BCL7A	valid_symbol	BCL7A	B-cell CLL/lymphoma 7A
HKE2	valid_symbol	HKE2	HLA class II region expressed gene KE2
OMD	valid_symbol	OMD	osteomodulin
ZNF277	valid_symbol	ZNF277	zinc finger protein (C2H2 type) 277
MRC2	valid_symbol	MRC2	"mannose receptor, C type 2"
LAMC1	valid_symbol	LAMC1	"laminin, gamma 1 (formerly LAMB2)"
FLJ36031	valid_symbol	FLJ36031	hypothetical protein FLJ36031
AKT3	valid_symbol	AKT3	"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)"
IL7R	valid_symbol	IL7R	interleukin 7 receptor
SIAT1	valid_symbol	SIAT1	"sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)"
ELAVL4	valid_symbol	ELAVL4	"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)"
C10ORF26	valid_symbol	C10ORF26	chromosome 10 open reading frame 26
FLJ22173	valid_symbol	FLJ22173	hypothetical protein FLJ22173
LOC90806	valid_symbol	LOC90806	similar to RIKEN cDNA 2610307I21
OGT	valid_symbol	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
C20ORF67	valid_symbol	C20ORF67	chromosome 20 open reading frame 67
WFIKKNRP	accession_or_alias	WFIKKN2	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
LRRC5	valid_symbol	LRRC5	leucine rich repeat containing 5
LAF4	valid_symbol	LAF4	lymphoid nuclear protein related to AF4
DIXDC1	valid_symbol	DIXDC1	DIX domain containing 1
DYRK2	valid_symbol	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
MLSTD2	valid_symbol	MLSTD2	male sterility domain containing 2
C18B11	accession_or_alias	RPUSD2	RNA pseudouridylate synthase domain containing 2
MYF6	valid_symbol	MYF6	myogenic factor 6 (herculin)
LDB1	valid_symbol	LDB1	LIM domain binding 1
FSBP	valid_symbol	FSBP	fibrinogen silencer binding protein
SERPINB10	valid_symbol	SERPINB10	"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10"
NBL1	valid_symbol	NBL1	"neuroblastoma, suppression of tumorigenicity 1"
PPM1D	valid_symbol	PPM1D	"protein phosphatase 1D magnesium-dependent, delta isoform"
PITPNC1	valid_symbol	PITPNC1	"phosphatidylinositol transfer protein, cytoplasmic 1"
KRTAP4-5	valid_symbol	KRTAP4-5	keratin associated protein 4-5
LOC375449	valid_symbol	LOC375449	similar to microtubule associated testis specific serine/threonine protein kinase
GABARAP	valid_symbol	GABARAP	GABA(A) receptor-associated protein
CHN2	valid_symbol	CHN2	chimerin (chimaerin) 2
HCRTR2	valid_symbol	HCRTR2	hypocretin (orexin) receptor 2
NLN	valid_symbol	NLN	neurolysin (metallopeptidase M3 family)
POU3F3	valid_symbol	POU3F3	"POU domain, class 3, transcription factor 3"
FLJ23865	valid_symbol	FLJ23865	hypothetical protein FLJ23865
STX16	valid_symbol	STX16	syntaxin 16
C6ORF141	valid_symbol	C6ORF141	chromosome 6 open reading frame 141
SLC12A6	valid_symbol	SLC12A6	"solute carrier family 12 (potassium/chloride transporters), member 6"
SFXN4	valid_symbol	SFXN4	sideroflexin 4
EVA1	valid_symbol	EVA1	epithelial V-like antigen 1
AMFR	valid_symbol	AMFR	autocrine motility factor receptor
C20ORF99	accession_or_alias	ZCCHC3	"zinc finger, CCHC domain containing 3"
NYREN18	valid_symbol	NYREN18	NEDD8 ultimate buster-1
SPIN2	valid_symbol	SPIN2	spindlin-like protein 2
SPAG8	valid_symbol	SPAG8	sperm associated antigen 8
C6ORF106	valid_symbol	C6ORF106	chromosome 6 open reading frame 106
RANBP10	valid_symbol	RANBP10	RAN binding protein 10
182-FIP	valid_symbol	182-FIP	82-kD FMRP Interacting Protein
RDH10	valid_symbol	RDH10	retinol dehydrogenase 10 (all-trans)
NKD1	valid_symbol	NKD1	naked cuticle homolog 1 (Drosophila)
PDGFD	valid_symbol	PDGFD	platelet derived growth factor D
TSGA13	valid_symbol	TSGA13	"testis specific, 13"
ATP1A4	valid_symbol	ATP1A4	"ATPase, Na+/K+ transporting, alpha 4 polypeptide"
C3ORF6	valid_symbol	C3ORF6	chromosome 3 open reading frame 6
PAWR	valid_symbol	PAWR	"PRKC, apoptosis, WT1, regulator"
PAX3	valid_symbol	PAX3	paired box gene 3 (Waardenburg syndrome 1)
WINS1	accession_or_alias	LINS1	lines homolog 1 (Drosophila)
ZNF490	valid_symbol	ZNF490	zinc finger protein 490
BMP5	valid_symbol	BMP5	bone morphogenetic protein 5
FLJ10560	valid_symbol	FLJ10560	hypothetical protein FLJ10560
APC	valid_symbol	APC	adenomatosis polyposis coli
FLJ20309	valid_symbol	FLJ20309	hypothetical protein FLJ20309
STAT3	valid_symbol	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
C14ORF43	valid_symbol	C14ORF43	chromosome 14 open reading frame 43
GTDC1	valid_symbol	GTDC1	glycosyltransferase-like domain containing 1
FLJ20811	accession_or_alias	ARMCX6	"armadillo repeat containing, X-linked 6"
BICD1	valid_symbol	BICD1	Bicaudal D homolog 1 (Drosophila)
XRCC4	valid_symbol	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4
FLJ23451	accession_or_alias	C2ORF34	chromosome 2 open reading frame 34
SLC26A9	valid_symbol	SLC26A9	"solute carrier family 26, member 9"
PCNA	valid_symbol	PCNA	proliferating cell nuclear antigen
PLCB1	valid_symbol	PLCB1	"phospholipase C, beta 1 (phosphoinositide-specific)"
PPP2R2B	valid_symbol	PPP2R2B	"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform"
FLJ36090	valid_symbol	FLJ36090	hypothetical protein FLJ36090
SMAD6	valid_symbol	SMAD6	"SMAD, mothers against DPP homolog 6 (Drosophila)"
AAK1	valid_symbol	AAK1	AP2 associated kinase 1
PER1	valid_symbol	PER1	period homolog 1 (Drosophila)
KBTBD2	valid_symbol	KBTBD2	kelch repeat and BTB (POZ) domain containing 2
SIAT4B	valid_symbol	SIAT4B	"sialyltransferase 4B (beta-galactoside alpha-2,3-sialyltransferase)"
FLJ30046	valid_symbol	FLJ30046	hypothetical protein FLJ30046
LOC339967	valid_symbol	LOC339967	hypothetical protein LOC339967
HUMAUANTIG	accession_or_alias	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)
PYM	accession_or_alias	WIBG	within bgcn homolog (Drosophila)
GPR80	accession_or_alias	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1
PLA2G4B	valid_symbol	PLA2G4B	"phospholipase A2, group IVB (cytosolic)"
NUDT11	valid_symbol	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11
RNF122	valid_symbol	RNF122	ring finger protein 122
FLJ44861	valid_symbol	FLJ44861	FLJ44861 protein
HSPBAP1	valid_symbol	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1
FLJ31121	accession_or_alias	ZMAT2	"zinc finger, matrin type 2"
KIAA1404	valid_symbol	KIAA1404	KIAA1404 protein
CACNA2D2	valid_symbol	CACNA2D2	"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
CDH10	valid_symbol	CDH10	"cadherin 10, type 2 (T2-cadherin)"
C1ORF21	valid_symbol	C1ORF21	chromosome 1 open reading frame 21
MED8	valid_symbol	MED8	"mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)"
MPHOSPH1	valid_symbol	MPHOSPH1	M-phase phosphoprotein 1
TNFRSF19L	valid_symbol	TNFRSF19L	"tumor necrosis factor receptor superfamily, member 19-like"
CREB5	valid_symbol	CREB5	cAMP responsive element binding protein 5
SOX6	valid_symbol	SOX6	SRY (sex determining region Y)-box 6
ZFHX1B	valid_symbol	ZFHX1B	zinc finger homeobox 1b
NEUROD6	valid_symbol	NEUROD6	neurogenic differentiation 6
EP300	valid_symbol	EP300	E1A binding protein p300
IL1RAPL1	valid_symbol	IL1RAPL1	interleukin 1 receptor accessory protein-like 1
SENP6	valid_symbol	SENP6	SUMO1/sentrin specific protease 6
PRKCL2	accession_or_alias	PKN2	protein kinase N2
LARP	accession_or_alias	LARP1	"La ribonucleoprotein domain family, member 1"
C5ORF6	accession_or_alias	FAM53C	"family with sequence similarity 53, member C"
PTPRD	valid_symbol	PTPRD	"protein tyrosine phosphatase, receptor type, D"
STAG1	valid_symbol	STAG1	Stromal antigen 1
PTPN12	valid_symbol	PTPN12	"protein tyrosine phosphatase, non-receptor type 12"
DNAH11	valid_symbol	DNAH11	"dynein, axonemal, heavy polypeptide 11"
PP1201	accession_or_alias	TMBIM1	transmembrane BAX inhibitor motif containing 1
UNQ5782	valid_symbol	UNQ5782	macrophage antigen h
COL4A6	valid_symbol	COL4A6	"collagen, type IV, alpha 6"
ASAM	valid_symbol	ASAM	adipocyte-specific adhesion molecule
C18ORF2	valid_symbol	C18ORF2	chromosome 18 open reading frame 2
CART	valid_symbol	CART	cocaine- and amphetamine-regulated transcript
BMP4	valid_symbol	BMP4	bone morphogenetic protein 4
FBXO24	valid_symbol	FBXO24	F-box only protein 24
KCNIP4	valid_symbol	KCNIP4	Kv channel interacting protein 4
PLN	valid_symbol	PLN	phospholamban
LPHN2	valid_symbol	LPHN2	latrophilin 2
NSEP1	valid_symbol	NSEP1	nuclease sensitive element binding protein 1
SEMA4B	valid_symbol	SEMA4B	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
ID4	valid_symbol	ID4	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
TBCC	valid_symbol	TBCC	tubulin-specific chaperone c
ERBB3	valid_symbol	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
PALM	valid_symbol	PALM	paralemmin
CYP26A1	valid_symbol	CYP26A1	"cytochrome P450, family 26, subfamily A, polypeptide 1"
MTF1	valid_symbol	MTF1	metal-regulatory transcription factor 1
C21ORF94	valid_symbol	C21ORF94	chromosome 21 open reading frame 94
HIVEP1	valid_symbol	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
BMF	valid_symbol	BMF	Bcl-2 modifying factor
SLC13A1	valid_symbol	SLC13A1	"solute carrier family 13 (sodium/sulfate symporters), member 1"
MGC10561	valid_symbol	MGC10561	hypothetical protein MGC10561
C14ORF124	valid_symbol	C14ORF124	chromosome 14 open reading frame 124
CXXC4	valid_symbol	CXXC4	CXXC finger 4
FLJ20184	valid_symbol	FLJ20184	hypothetical protein FLJ20184
NFS1	valid_symbol	NFS1	NFS1 nitrogen fixation 1 (S. cerevisiae)
TBX3	valid_symbol	TBX3	T-box 3 (ulnar mammary syndrome)
RARB	valid_symbol	RARB	"retinoic acid receptor, beta"
KIAA0586	valid_symbol	KIAA0586	KIAA0586
DGKA	valid_symbol	DGKA	"diacylglycerol kinase, alpha 80kDa"
FGF14	valid_symbol	FGF14	fibroblast growth factor 14
7H3	accession_or_alias	SYDE1	"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
FMNL3	valid_symbol	FMNL3	formin-like 3
ENAM	valid_symbol	ENAM	enamelin
MGC29643	accession_or_alias	LYPD1	LY6/PLAUR domain containing 1
OK/SW-CL.56	accession_or_alias	TUBB	"Tubulin, beta polypeptide"
DMN	valid_symbol	DMN	desmuslin
DEDD	valid_symbol	DEDD	death effector domain containing
INHBA	valid_symbol	INHBA	"inhibin, beta A (activin A, activin AB alpha polypeptide)"
RNF24	valid_symbol	RNF24	ring finger protein 24
RAB30	valid_symbol	RAB30	"RAB30, member RAS oncogene family"
SORT1	valid_symbol	SORT1	sortilin 1
GPR110	valid_symbol	GPR110	G protein-coupled receptor 110
ADARB2	valid_symbol	ADARB2	"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)"
C7ORF5	accession_or_alias	SAMD9	sterile alpha motif domain containing 9
FILIP1	valid_symbol	FILIP1	filamin A interacting protein 1
LOC284723	valid_symbol	LOC284723	"Solute carrier family 25, member 34"
POU4F2	valid_symbol	POU4F2	"POU domain, class 4, transcription factor 2"
RCL1	valid_symbol	RCL1	RNA terminal phosphate cyclase-like 1
ELF4	valid_symbol	ELF4	E74-like factor 4 (ets domain transcription factor)
HTR3B	valid_symbol	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B
HOXC8	valid_symbol	HOXC8	homeo box C8
EIF2S1	valid_symbol	EIF2S1	"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
SERPINC1	valid_symbol	SERPINC1	"serine (or cysteine) proteinase inhibitor, clade C (antithrombin), member 1"
MGC64882	accession_or_alias	WDR53	WD repeat domain 53
EHD1	valid_symbol	EHD1	EH-domain containing 1
NXF3	valid_symbol	NXF3	nuclear RNA export factor 3
PDGFRA	valid_symbol	PDGFRA	"platelet-derived growth factor receptor, alpha polypeptide"
AD031	valid_symbol	AD031	AD031 protein
LOC58486	valid_symbol	LOC58486	transposon-derived Buster1 transposase-like protein
BTG2	valid_symbol	BTG2	"BTG family, member 2"
FN1	valid_symbol	FN1	fibronectin 1
TNKS2	valid_symbol	TNKS2	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
HRMT1L6	valid_symbol	HRMT1L6	HMT1 hnRNP methyltransferase-like 6 (S. cerevisiae)
ICK	valid_symbol	ICK	intestinal cell (MAK-like) kinase
NOSTRIN	valid_symbol	NOSTRIN	nitric oxide synthase trafficker
FLJ44635	valid_symbol	FLJ44635	TPT1-like protein
MLLT3	valid_symbol	MLLT3	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3"
PPAP2B	valid_symbol	PPAP2B	phosphatidic acid phosphatase type 2B
BARHL2	valid_symbol	BARHL2	BarH-like 2 (Drosophila)
PGR1	accession_or_alias	GPR153	G protein-coupled receptor 153
C14ORF129	valid_symbol	C14ORF129	chromosome 14 open reading frame 129
DAAM2	valid_symbol	DAAM2	dishevelled associated activator of morphogenesis 2
FLJ34064	accession_or_alias	FANCB	"Fanconi anemia, complementation group B"
H2AFV	valid_symbol	H2AFV	"H2A histone family, member V"
SLC1A1	valid_symbol	SLC1A1	"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
BCL2	valid_symbol	BCL2	B-cell CLL/lymphoma 2
FLJ22843	accession_or_alias	EFHC2	EF-hand domain (C-terminal) containing 2
GP2	valid_symbol	GP2	glycoprotein 2 (zymogen granule membrane)
DDIT4L	valid_symbol	DDIT4L	DNA-damage-inducible transcript 4-like
FLJ90724	accession_or_alias	HTRA4	HtrA serine peptidase 4
ZBTB9	valid_symbol	ZBTB9	zinc finger and BTB domain containing 9
MGC44287	accession_or_alias	VSIG1	V-set and immunoglobulin domain containing 1
SELPLG	valid_symbol	SELPLG	selectin P ligand
PTCRA	valid_symbol	PTCRA	pre T-cell antigen receptor alpha
HOXC10	valid_symbol	HOXC10	homeo box C10
CLN5	valid_symbol	CLN5	"ceroid-lipofuscinosis, neuronal 5"
ROCK1	valid_symbol	ROCK1	"Rho-associated, coiled-coil containing protein kinase 1"
CRIM1	valid_symbol	CRIM1	cysteine-rich motor neuron 1
PHF16	valid_symbol	PHF16	PHD finger protein 16
NR4A2	valid_symbol	NR4A2	"nuclear receptor subfamily 4, group A, member 2"
GPR74	valid_symbol	GPR74	G protein-coupled receptor 74
CNGB3	valid_symbol	CNGB3	cyclic nucleotide gated channel beta 3
WDR23	valid_symbol	WDR23	WD repeat domain 23
PDK4	valid_symbol	PDK4	"pyruvate dehydrogenase kinase, isoenzyme 4"
MAGEB1	valid_symbol	MAGEB1	"melanoma antigen, family B, 1"
ACACA	valid_symbol	ACACA	acetyl-Coenzyme A carboxylase alpha
FLJ30634	valid_symbol	FLJ30634	hypothetical protein FLJ30634
C13ORF25	valid_symbol	C13ORF25	chromosome 13 open reading frame 25
CD83	valid_symbol	CD83	"CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)"
ISGF3G	valid_symbol	ISGF3G	"interferon-stimulated transcription factor 3, gamma 48kDa"
EVI1	valid_symbol	EVI1	Ecotropic viral integration site 1
DKFZP564B167	accession_or_alias	BRP44	brain protein 44
FOXO1A	valid_symbol	FOXO1A	forkhead box O1A (rhabdomyosarcoma)
INSIG1	valid_symbol	INSIG1	insulin induced gene 1
FLJ40137	valid_symbol	FLJ40137	hypothetical protein FLJ40137
PBX3	valid_symbol	PBX3	pre-B-cell leukemia transcription factor 3
PRSS7	valid_symbol	PRSS7	"protease, serine, 7 (enterokinase)"
DKFZP761D221	accession_or_alias	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1
KRTHB5	valid_symbol	KRTHB5	"keratin, hair, basic, 5"
NOHMA	accession_or_alias	HORMAD1	HORMA domain containing 1
CRYBA1	valid_symbol	CRYBA1	"crystallin, beta A1"
FLJ14107	valid_symbol	FLJ14107	hypothetical protein FLJ14107
GRIK4	valid_symbol	GRIK4	"glutamate receptor, ionotropic, kainate 4"
C20ORF158	accession_or_alias	DATF1	death associated transcription factor 1
KRTAP13-2	valid_symbol	KRTAP13-2	keratin associated protein 13-2
TMEM27	valid_symbol	TMEM27	transmembrane protein 27
SEMA6A	valid_symbol	SEMA6A	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
